year,Q,month
1966,43.4575834964681,1
1967,36.9501255602705,1
1968,43.0812755139954,1
1969,36.5370005864737,1
1970,41.7640881066515,1
1971,37.6084509000015,1
1972,30.8685106843181,1
1973,35.4420841486208,1
1974,30.2180751581902,1
1975,52.8910567199214,1
1976,31.1405185277784,1
1977,30.5974002978839,1
1978,26.4004215924075,1
1979,44.0434744793253,1
1980,41.0958166980905,1
1981,49.7445520172847,1
1982,33.7167116676308,1
1983,43.8773492674218,1
1984,42.9491886516286,1
1985,46.4516404056292,1
1986,34.0719074802613,1
1987,42.7341604104662,1
1988,44.0190411085353,1
1989,29.8638401926976,1
1990,35.3457391716265,1
1991,40.2449120899241,1
1992,42.7406642601835,1
1993,49.2638117110038,1
1994,35.4356594932364,1
1995,62.6955927994026,1
1996,51.4281633704094,1
1997,33.3692921066424,1
1998,47.229881411961,1
1999,49.424899498706,1
2000,49.4920431804456,1
2001,49.7484244936692,1
2002,52.7199394397932,1
2003,50.4291193235739,1
1750,15.3151805297526,2
1751,27.7033167415153,2
1752,35.3323069424529,2
1753,31.8890977224804,2
1754,43.9916225329116,2
1755,32.139132178534,2
1756,50.1867275335791,2
1757,34.5033248648276,2
1758,28.788699072284,2
1759,28.1365440413122,2
1760,20.9384211031476,2
1761,18.0073681693231,2
1762,21.0846930624905,2
1763,10.7851914447623,2
1764,24.0164989493464,2
1765,38.3685087257236,2
1766,45.2213002963398,2
1767,18.8269651909063,2
1768,23.2675491994347,2
1769,28.3170793005022,2
1770,17.1300659820631,2
1771,21.5464670730502,2
1772,38.7038370541019,2
1773,31.5835653618508,2
1774,24.8737857080357,2
1775,38.4288532318128,2
1776,39.290805831154,2
1777,35.8669485911829,2
1778,29.7322368833313,2
1779,42.1264365700473,2
1780,52.0264790492716,2
1781,25.0272009620071,2
1782,32.3163787714478,2
1783,32.635581100123,2
1784,33.8430703456843,2
1785,40.4473693146889,2
1786,35.8717197836061,2
1787,35.7101979164433,2
1788,36.3928045585841,2
1789,47.1152422578201,2
1790,40.2840331186144,2
1791,30.6227483727635,2
1792,32.5907543070004,2
1793,29.6671938879298,2
1794,21.3606185454008,2
1795,34.5614074899573,2
1796,30.798977591586,2
1797,21.0610687843387,2
1798,18.2999936467569,2
1799,24.800831384859,2
1800,43.9272925503618,2
1801,30.8118766259031,2
1802,33.5924088866573,2
1803,18.0121685378361,2
1804,30.4746665589561,2
1805,27.9428893379399,2
1806,20.1424894651528,2
1807,32.5753611603354,2
1808,44.5089420556921,2
1809,32.064406139203,2
1810,26.5570522183222,2
1811,26.417504271155,2
1812,40.898709828074,2
1813,45.2369676755257,2
1814,31.1789038950829,2
1815,30.6173649934257,2
1816,23.8319183612798,2
1817,21.4835336617491,2
1818,35.0583036415926,2
1819,44.5936242835207,2
1820,32.9515376044865,2
1821,35.5225799418652,2
1822,46.1120479361515,2
1823,31.7514466380519,2
1824,28.4322812225327,2
1825,29.4794090815648,2
1826,27.0027155180198,2
1827,27.5776509172448,2
1828,32.9099146434701,2
1829,34.6658367885963,2
1830,34.7310257025732,2
1831,38.7210608197945,2
1832,33.8470330944736,2
1833,30.262772255671,2
1834,33.8041127520399,2
1835,28.4398251973292,2
1836,13.4548939153195,2
1837,14.1469741897384,2
1838,28.4904943392298,2
1839,30.0528824396692,2
1840,24.2942175110617,2
1841,26.9920334912676,2
1842,28.9549233866522,2
1843,10.4315339954422,2
1844,20.9550168228613,2
1845,29.5733332546179,2
1846,27.7014322808946,2
1847,28.5578156866922,2
1848,33.0383834783758,2
1849,27.6606234671656,2
1850,24.437348254784,2
1851,35.0647570180258,2
1852,23.902269954231,2
1853,23.8830968594577,2
1854,39.667993988256,2
1855,30.5241432392904,2
1856,29.2965779889632,2
1857,35.8993422521956,2
1858,35.2728140960806,2
1859,38.7207062989355,2
1860,33.5818353198639,2
1861,15.5838551126513,2
1862,29.8957082419768,2
1863,32.8384239471219,2
1864,21.0127872471179,2
1865,31.7770050186292,2
1866,35.3763467307004,2
1867,13.1836646628794,2
1868,20.5394368731344,2
1869,38.3508453292706,2
1870,41.9834843946698,2
1871,40.8167284918915,2
1872,40.3481737384304,2
1873,34.2708341840094,2
1874,36.2404738500452,2
1875,41.4299691934391,2
1876,24.6686449036741,2
1877,12.6595417588689,2
1878,52.3187439171975,2
1879,53.9199806382908,2
1880,33.0447047451678,2
1881,28.0718909933605,2
1882,47.8253409594943,2
1883,40.7202724956023,2
1884,26.5222277221051,2
1885,38.6214814962501,2
1886,31.3322118425789,2
1887,33.8219371395204,2
1888,9.18704096409704,2
1889,16.5421117449483,2
1890,27.7997605667209,2
1891,31.1254505799045,2
1892,23.042999303284,2
1893,27.1826958093688,2
1894,27.2334637759627,2
1895,8.19033958694719,2
1896,21.2646658683727,2
1897,39.1913520613644,2
1898,55.5603202620872,2
1899,26.3365904650876,2
1900,28.5771853824169,2
1901,34.3592378675493,2
1902,36.1097280772003,2
1903,27.6696432419274,2
1904,38.0031148670468,2
1905,27.9987905913055,2
1906,18.7839770898114,2
1907,31.3837938083252,2
1908,29.4461497369264,2
1909,32.9462505502261,2
1910,42.3444246053846,2
1911,33.2215616002489,2
1912,34.9404495660679,2
1913,37.243505227562,2
1914,34.2363419872981,2
1915,38.3015849869247,2
1916,47.1918090110777,2
1917,33.3065466769728,2
1918,16.2130384278617,2
1919,22.1865527216908,2
1920,33.0887660387503,2
1921,33.3471102407941,2
1922,44.6816532476557,2
1923,31.8891557581619,2
1924,41.1727084963932,2
1925,31.7703672523143,2
1926,28.5648552852963,2
1927,37.0093455429495,2
1928,28.9633440643873,2
1929,22.9595599841968,2
1930,32.1060240415988,2
1931,25.2966010122419,2
1932,42.2307236248244,2
1933,47.7193392521462,2
1934,28.1865831631809,2
1935,43.6432447970055,2
1936,29.7191548695628,2
1937,28.2601769750469,2
1938,45.335858323691,2
1939,38.4078890746535,2
1940,34.1303443826919,2
1941,41.2238934673071,2
1942,59.3111156369497,2
1943,38.4936448662302,2
1944,29.9444744945507,2
1945,38.3422933508135,2
1946,28.9839013844565,2
1947,35.1021602060095,2
1948,30.7562601774816,2
1949,45.9196309053071,2
1950,50.4507128463457,2
1951,62.7219424522489,2
1952,43.2112953565051,2
1953,45.0908409318302,2
1954,46.7826121984627,2
1955,36.021291807854,2
1956,29.6833198864419,2
1957,31.45825209235,2
1958,31.2695700285158,2
1959,37.3277442753217,2
1960,33.1682737594294,2
1961,32.631750175424,2
1962,24.8640663598384,2
1963,20.4343809485553,2
1964,33.9511439363288,2
1965,35.170725915968,2
1966,17.5778957740977,2
1967,17.4499864689494,2
1968,25.913911852726,2
1969,22.5572914305639,2
1970,34.4364559917126,2
1971,16.577939964967,2
1972,25.0023914667343,2
1973,17.3677508076909,2
1974,18.1607103586979,2
1975,16.0965116564619,2
1976,17.0198598306719,2
1977,8.37767973057522,2
1978,16.9497046703625,2
1979,18.2947295017385,2
1980,35.9079251971605,2
1981,29.7894524343802,2
1982,17.9562679192738,2
1983,23.0665393608712,2
1984,28.5614347522186,2
1985,35.2998926705287,2
1986,18.651662584118,2
1987,25.891320617886,2
1988,36.9955978443372,2
1989,26.2810451624814,2
1990,26.993655856627,2
1991,31.4714268146358,2
1992,39.0799717593193,2
1993,34.8771030000942,2
1994,28.3975773737923,2
1995,52.6618861303597,2
1996,40.3747814268773,2
1997,22.7350304424176,2
1998,19.9386446980746,2
1999,24.5676540129271,2
2000,16.0313660106908,2
2001,18.691216423477,2
2002,24.7305314461096,2
2003,24.8311172362504,2
1750,19.5773209899855,3
1751,24.2142610126282,3
1752,30.7372302752473,3
1753,33.5243794040716,3
1754,37.2083931879211,3
1755,22.7538504607966,3
1756,32.805972439939,3
1757,24.6209938877123,3
1758,28.6805077261479,3
1759,25.4110629666007,3
1760,22.2203719136283,3
1761,28.8443303961827,3
1762,34.9947883146779,3
1763,21.1155955105628,3
1764,19.545690709455,3
1765,31.3803230798159,3
1766,37.111575999269,3
1767,27.0582746464076,3
1768,17.8704979418506,3
1769,22.2323558062894,3
1770,30.316632267338,3
1771,34.1389630257746,3
1772,37.6277939444707,3
1773,32.3272474509022,3
1774,19.9691111598104,3
1775,22.8225117436959,3
1776,27.258060753786,3
1777,18.7677096059987,3
1778,19.6255864589818,3
1779,32.1402941555401,3
1780,46.4301981595278,3
1781,33.7054049294074,3
1782,31.2263672156903,3
1783,22.9504491332647,3
1784,20.0370664915173,3
1785,19.3124291957728,3
1786,27.1964421471587,3
1787,32.9631470311631,3
1788,30.5107104832236,3
1789,42.0177997206963,3
1790,39.6495635534763,3
1791,40.2880764251332,3
1792,34.1173024457121,3
1793,25.9362471603138,3
1794,12.6297456262308,3
1795,22.8868463279527,3
1796,30.0620278402202,3
1797,19.5247692259854,3
1798,31.4767683292004,3
1799,27.5483710732933,3
1800,34.4581120491581,3
1801,25.7219189093327,3
1802,28.995747267689,3
1803,29.6135074645377,3
1804,31.2788798321267,3
1805,32.5196715978966,3
1806,31.0105999114537,3
1807,34.50340844488,3
1808,32.4612484708506,3
1809,24.8496402561895,3
1810,20.4584349353379,3
1811,17.6189683602178,3
1812,23.9834662080614,3
1813,34.7291946239452,3
1814,22.4189117209492,3
1815,22.9539263440082,3
1816,23.1388763059384,3
1817,24.5980526092275,3
1818,30.8009987195658,3
1819,31.3069924995242,3
1820,28.7964747594479,3
1821,18.7912824137608,3
1822,28.8297054967082,3
1823,29.479539769908,3
1824,23.7518446330674,3
1825,24.6109768676745,3
1826,29.2490894855776,3
1827,36.8256712259039,3
1828,27.7479903318954,3
1829,33.3871536330054,3
1830,25.9643876255245,3
1831,20.958925342838,3
1832,19.3279826255424,3
1833,30.7312333404533,3
1834,35.0083101090352,3
1835,35.3163353482413,3
1836,27.2450249592632,3
1837,20.9531591686634,3
1838,23.0252377656459,3
1839,23.5541201585376,3
1840,27.2625430910515,3
1841,30.4681811886436,3
1842,41.7167443606888,3
1843,21.6951195163316,3
1844,18.7779722273057,3
1845,21.6131721769191,3
1846,20.2680796786379,3
1847,22.7008930712593,3
1848,33.6233836049866,3
1849,36.5790430464909,3
1850,30.1519540711132,3
1851,26.8049305813954,3
1852,28.5218051353917,3
1853,26.2225190811237,3
1854,24.7106026497951,3
1855,31.4346657263643,3
1856,22.8765926408589,3
1857,30.6924523850422,3
1858,31.1746829676308,3
1859,33.3531982696872,3
1860,28.1492553973798,3
1861,23.9811097476519,3
1862,22.1630019114064,3
1863,25.8438758643023,3
1864,14.5531418142563,3
1865,28.4305347110991,3
1866,33.4555491721582,3
1867,31.2831197758466,3
1868,25.8177421248645,3
1869,29.5061562110985,3
1870,29.4159670690878,3
1871,37.2269144672364,3
1872,34.4075747401142,3
1873,40.027526547116,3
1874,33.6232984800441,3
1875,29.4049232925605,3
1876,32.0504495236553,3
1877,28.1058778344467,3
1878,37.7343536143012,3
1879,41.3316516453854,3
1880,24.6584764194489,3
1881,45.3880154470611,3
1882,43.0948439527977,3
1883,38.8831430724207,3
1884,32.6081926640925,3
1885,39.3218090637901,3
1886,28.8070745790037,3
1887,18.171926004832,3
1888,32.9507150575027,3
1889,23.6334636039891,3
1890,21.3078101191105,3
1891,25.2135441925194,3
1892,19.6477514447727,3
1893,25.9721802337221,3
1894,30.3679584688338,3
1895,23.3573630909896,3
1896,33.2547862980251,3
1897,37.2615947240918,3
1898,35.3625123729583,3
1899,28.2758621232802,3
1900,38.9873727567052,3
1901,40.0599847751894,3
1902,26.0048511749016,3
1903,33.5666057156132,3
1904,30.9965867067307,3
1905,36.2534038026099,3
1906,37.9585533749119,3
1907,41.2318345335643,3
1908,19.1658447399999,3
1909,28.7587819986397,3
1910,26.1021825058514,3
1911,26.924568088258,3
1912,34.2689955947789,3
1913,28.5021865580024,3
1914,28.2356986853053,3
1915,25.9287348594119,3
1916,28.8328860291233,3
1917,29.6673942596234,3
1918,25.2598685121776,3
1919,41.148289444856,3
1920,27.092905741174,3
1921,27.3620786099166,3
1922,40.2902357630054,3
1923,31.0443367253678,3
1924,33.722184637637,3
1925,21.5220813182126,3
1926,20.8271417643382,3
1927,26.7774668786425,3
1928,27.9629943271399,3
1929,25.4468182122647,3
1930,24.7301804103003,3
1931,17.1653649592374,3
1932,26.9340867772919,3
1933,43.217219949253,3
1934,30.8466758603283,3
1935,31.9114667286326,3
1936,20.3350590667215,3
1937,25.7795998868409,3
1938,43.1858406314585,3
1939,41.6602878784627,3
1940,34.3680037182982,3
1941,41.0409756097882,3
1942,38.4435490195808,3
1943,33.1887924793375,3
1944,16.9403394838965,3
1945,26.9155715098495,3
1946,22.3913979255239,3
1947,23.6969280254012,3
1948,25.2858058994692,3
1949,29.7697954867651,3
1950,36.6351453487114,3
1951,39.2441931783029,3
1952,41.4328456777244,3
1953,31.6038631148842,3
1954,31.5865506243833,3
1955,29.4594949140633,3
1956,39.9860188215265,3
1957,39.3258871660881,3
1958,25.9290119433957,3
1959,24.9276823570853,3
1960,32.2727821831277,3
1961,29.2743141870347,3
1962,26.7906059785924,3
1963,24.198818779531,3
1964,25.3967501940835,3
1965,28.2247363869341,3
1966,24.1012735865576,3
1967,28.2864089404172,3
1968,25.0218031244774,3
1969,12.0819171627098,3
1970,20.5248270172601,3
1971,24.818326103456,3
1972,13.8791358222542,3
1973,13.3695178660212,3
1974,19.6660179771795,3
1975,28.5305743415394,3
1976,17.9926694793154,3
1977,15.5926716018965,3
1978,10.3682941288042,3
1979,21.30213783679,3
1980,24.7497032035864,3
1981,24.8338572087682,3
1982,22.5521755231947,3
1983,19.9739441488974,3
1984,18.1455818092713,3
1985,23.2181189509552,3
1986,32.9742374251813,3
1987,33.769769757057,3
1988,21.4994687095492,3
1989,23.5897442268324,3
1990,17.6670180046464,3
1991,27.702337464111,3
1992,29.3633977377415,3
1993,33.4315710880344,3
1994,31.7638163167649,3
1995,48.4519439759895,3
1996,26.7383006672266,3
1997,13.5926771250679,3
1998,23.8089200328961,3
1999,25.1080953034452,3
2000,28.6418869382677,3
2001,20.5524430737231,3
2002,28.869680553779,3
2003,30.6010092985827,3
1750,31.30407308734,4
1751,23.3817907762709,4
1752,32.4186028696351,4
1753,27.1339466107243,4
1754,24.6453349093936,4
1755,29.5087149986809,4
1756,26.7001538368516,4
1757,38.9418495897289,4
1758,31.400376116135,4
1759,30.9103482877943,4
1760,30.0274838106656,4
1761,28.6082651860576,4
1762,27.9192118873382,4
1763,15.0851344712486,4
1764,16.7567904481232,4
1765,37.5424441555658,4
1766,32.1692899938828,4
1767,15.4994311351349,4
1768,17.0503780362243,4
1769,16.1094332921505,4
1770,20.9407341878294,4
1771,32.4957830979486,4
1772,21.6067961690208,4
1773,19.4411538910754,4
1774,28.5927940311178,4
1775,34.4590602888247,4
1776,29.0674929399957,4
1777,28.4135531528479,4
1778,33.1634004836604,4
1779,33.3224665156016,4
1780,25.4024519286315,4
1781,23.8725120362498,4
1782,21.0013988209349,4
1783,19.710069756525,4
1784,35.8800868561772,4
1785,44.9421358261069,4
1786,37.9030455942069,4
1787,34.5556303524549,4
1788,33.4657274008066,4
1789,59.2903269936005,4
1790,36.615467649268,4
1791,36.9262243482569,4
1792,34.9420506598016,4
1793,45.5116019606127,4
1794,35.9042377965618,4
1795,36.6846024033239,4
1796,35.7043813028155,4
1797,36.608613875147,4
1798,30.6376787772516,4
1799,21.9805070114826,4
1800,30.8290007570963,4
1801,28.4934581558775,4
1802,28.7317049969398,4
1803,21.9668955746869,4
1804,32.8957408705017,4
1805,38.9136213724582,4
1806,25.3162180826318,4
1807,35.6568675353881,4
1808,29.7900994411372,4
1809,26.3029606107969,4
1810,18.6929505105388,4
1811,21.4808123701766,4
1812,24.7603439454903,4
1813,21.4059234213619,4
1814,23.8064533947849,4
1815,26.8971437964869,4
1816,20.0349749598532,4
1817,19.1354239789432,4
1818,31.6475779016603,4
1819,22.4070136802705,4
1820,14.9941848019125,4
1821,25.9036374988931,4
1822,32.6598620218865,4
1823,22.8812336777608,4
1824,27.0966727039181,4
1825,32.0980363804809,4
1826,33.2849380406315,4
1827,26.3544883982816,4
1828,19.4021555740778,4
1829,26.9592835685553,4
1830,28.4440800107736,4
1831,24.8765946511323,4
1832,21.7759332912071,4
1833,29.3536414157468,4
1834,39.8948570377674,4
1835,33.8484990437794,4
1836,18.657618903507,4
1837,26.5673606951164,4
1838,30.6230064825413,4
1839,36.5304655399267,4
1840,38.0646282482784,4
1841,47.565824575587,4
1842,29.7283691140565,4
1843,23.4258216361229,4
1844,32.0448415721285,4
1845,21.5706228034858,4
1846,27.2984654127935,4
1847,31.7075884467942,4
1848,22.2213002448114,4
1849,15.1856444453749,4
1850,20.9842032010781,4
1851,21.1770107123613,4
1852,13.0640542213614,4
1853,11.7724341067454,4
1854,28.4282919046591,4
1855,28.3661311211444,4
1856,24.011161203997,4
1857,31.8187043116482,4
1858,36.0417404695412,4
1859,40.8230004429424,4
1860,35.9468951577,4
1861,32.8568736626107,4
1862,32.755469677172,4
1863,34.1358757586555,4
1864,23.2191578428379,4
1865,42.8574438666731,4
1866,49.4326363279176,4
1867,29.4279242962852,4
1868,26.9859702898251,4
1869,27.8682646872473,4
1870,21.7586927089498,4
1871,35.3312201832475,4
1872,29.5721638706363,4
1873,25.9401675101335,4
1874,40.2723750265925,4
1875,29.6716086933729,4
1876,18.0664870849682,4
1877,34.0912761583089,4
1878,40.0336605482976,4
1879,44.6017768085947,4
1880,28.6536882557387,4
1881,30.7921273902077,4
1882,32.2949139709877,4
1883,37.3045163112224,4
1884,17.4867305935876,4
1885,38.5261581421121,4
1886,27.9349198794351,4
1887,26.5594142099746,4
1888,22.9250187433657,4
1889,24.5812083833849,4
1890,26.3294289698451,4
1891,32.9581772698605,4
1892,30.9259452865959,4
1893,32.1462635485094,4
1894,19.0386096527109,4
1895,13.2597645935902,4
1896,25.851031175078,4
1897,31.7717479708817,4
1898,31.2398263372055,4
1899,27.9791566666882,4
1900,22.8194642259093,4
1901,32.540317209686,4
1902,20.2706831114637,4
1903,39.6105265177554,4
1904,45.484009345036,4
1905,31.3766260970341,4
1906,24.7247973483073,4
1907,30.7531754597392,4
1908,19.7928968695788,4
1909,13.6213495895766,4
1910,24.359076299652,4
1911,20.5574067371506,4
1912,25.6537788667837,4
1913,33.2613551100815,4
1914,38.1240699700521,4
1915,44.0922649832643,4
1916,29.2107763923082,4
1917,26.8277463051113,4
1918,18.8337691238136,4
1919,17.3782363672208,4
1920,24.0747375066312,4
1921,20.4514478889577,4
1922,17.9447761125578,4
1923,26.220013130583,4
1924,31.3340816118925,4
1925,23.3730852660575,4
1926,24.5900915674162,4
1927,36.838273235861,4
1928,41.8541934201973,4
1929,24.4424472845115,4
1930,19.9620027196657,4
1931,24.8027991553307,4
1932,43.7394355814768,4
1933,42.4053541097328,4
1934,36.9921833556023,4
1935,52.2989054035729,4
1936,42.7500461516025,4
1937,37.9547559436826,4
1938,43.6797790222206,4
1939,41.6603473572776,4
1940,29.7537407665992,4
1941,55.0593264753135,4
1942,50.575314753424,4
1943,31.3355875513708,4
1944,25.0146945009083,4
1945,28.7874937100846,4
1946,24.5331229692636,4
1947,22.1586792361784,4
1948,21.7783691862173,4
1949,22.4622869642387,4
1950,34.0650913069427,4
1951,32.5860277727771,4
1952,40.3354388733749,4
1953,38.1147959989617,4
1954,32.2540737034716,4
1955,34.194578260885,4
1956,30.3247875488652,4
1957,28.5690936254786,4
1958,29.1043464857815,4
1959,37.6187667243192,4
1960,28.6775805094559,4
1961,36.5786872553653,4
1962,27.6831224677379,4
1963,21.4786877263954,4
1964,24.5631376919472,4
1965,22.928332455212,4
1966,13.0674399554746,4
1967,10.5174233926296,4
1968,11.2768463740103,4
1969,18.3926253564456,4
1970,40.1207285249044,4
1971,26.35891656842,4
1972,17.7357010334891,4
1973,33.0954899507492,4
1974,26.665859877394,4
1975,28.5146918286982,4
1976,11.218218506057,4
1977,14.5808815086401,4
1978,26.0036739887222,4
1979,41.3875648862438,4
1980,48.2951799500779,4
1981,37.4259361442495,4
1982,29.1613327997989,4
1983,22.5435357748885,4
1984,35.3187376108579,4
1985,32.7450111727845,4
1986,23.4564466471462,4
1987,33.909551897181,4
1988,32.6241804058846,4
1989,19.0388331294898,4
1990,27.6820638804057,4
1991,33.0634417292515,4
1992,20.8963563373415,4
1993,19.8426266967441,4
1994,33.6302650020654,4
1995,42.9010419475255,4
1996,37.2052096616058,4
1997,25.8760621212144,4
1998,24.9048736870069,4
1999,25.1007939368597,4
2000,26.250382317798,4
2001,29.4782825140806,4
2002,19.1359636402087,4
2003,26.3529127936648,4
1750,68.7807729937666,5
1751,45.2820409618296,5
1752,70.1543830804757,5
1753,70.1315314333686,5
1754,59.0266732765566,5
1755,33.6632542584508,5
1756,54.5809458736535,5
1757,54.2204016701819,5
1758,46.90733255162,5
1759,48.0108659742739,5
1760,70.2123619079177,5
1761,75.6255153849484,5
1762,68.7024773929117,5
1763,65.3074617665048,5
1764,63.1657562871452,5
1765,67.081393134451,5
1766,79.4029750111764,5
1767,82.4270739564605,5
1768,49.44295720269,5
1769,42.6167198760123,5
1770,56.8453241789619,5
1771,80.5123407182553,5
1772,72.9316695275059,5
1773,78.4731579036445,5
1774,81.8294387831926,5
1775,92.070921222567,5
1776,77.1374986964203,5
1777,47.5678651634797,5
1778,68.2873086190527,5
1779,78.0518694036038,5
1780,54.7185048394297,5
1781,47.3400782559147,5
1782,29.8689146916203,5
1783,50.2709740658895,5
1784,70.6894980065964,5
1785,63.5986415111205,5
1786,43.7416858170433,5
1787,42.7152823314514,5
1788,47.6818128618041,5
1789,70.8934577803397,5
1790,49.9969771245169,5
1791,57.0495829048771,5
1792,81.6291564195197,5
1793,64.8853445404745,5
1794,77.4443298890493,5
1795,56.1290724992758,5
1796,58.4979065016631,5
1797,90.5508464084555,5
1798,47.7771406955843,5
1799,74.3525635339734,5
1800,54.4674199583253,5
1801,84.9526544331379,5
1802,64.031366136122,5
1803,37.3303801751801,5
1804,53.2323242266263,5
1805,108.552496828007,5
1806,112.77037412734,5
1807,97.5812478281605,5
1808,78.8452804555189,5
1809,85.8853766406154,5
1810,68.627562085599,5
1811,50.8592060532622,5
1812,74.0147509193699,5
1813,56.0848725255755,5
1814,60.2712084871239,5
1815,42.2756070881555,5
1816,39.9632608598935,5
