station,year,month,Q
p1,1907,Sep,405.438976345516
p1,1907,Oct,260.661196992862
p1,1907,Nov,176.113684054285
p1,1907,Dec,114.794524845819
p1,1908,Jan,76.9636672943511
p1,1908,Feb,55.7005438827397
p1,1908,Mar,49.2420989418519
p1,1908,Apr,47.3799842712218
p1,1908,May,132.518630252978
p1,1908,Jun,186.419323975558
p1,1908,Jul,265.970614161771
p1,1908,Aug,516.767678054797
p1,1908,Sep,476.490941366176
p1,1908,Oct,403.130910296674
p1,1908,Nov,201.138250853881
p1,1908,Dec,136.045399569278
p1,1909,Jan,111.051797130274
p1,1909,Feb,65.2120825543746
p1,1909,Mar,49.41931192288
p1,1909,Apr,45.8961785224255
p1,1909,May,132.864487551503
p1,1909,Jun,155.61803110567
p1,1909,Jul,298.922173560484
p1,1909,Aug,535.104723572402
p1,1909,Sep,510.713872171743
p1,1909,Oct,483.445849768027
p1,1909,Nov,210.587347276977
p1,1909,Dec,156.377760177151
p1,1910,Jan,107.546804880736
p1,1910,Feb,64.9947595674516
p1,1910,Mar,50.1513249170567
p1,1910,Apr,43.1442743099083
p1,1910,May,87.3569628292147
p1,1910,Jun,118.899274560141
p1,1910,Jul,205.817789248243
p1,1910,Aug,437.000206934987
p1,1910,Sep,528.394411057734
p1,1910,Oct,404.04155327223
p1,1910,Nov,234.042344604416
p1,1910,Dec,166.829261021609
p1,1911,Jan,102.029232520139
p1,1911,Feb,48.537122654654
p1,1911,Mar,36.6366556736468
p1,1911,Apr,38.9415496109752
p1,1911,May,80.9122474567328
p1,1911,Jun,94.1407866045028
p1,1911,Jul,110.823339797648
p1,1911,Aug,318.929581202795
p1,1911,Sep,576.317531507335
p1,1911,Oct,327.394801613497
p1,1911,Nov,217.145669858671
p1,1911,Dec,154.209354908872
p1,1912,Jan,56.8455279447374
p1,1912,Feb,46.3429911981573
p1,1912,Mar,46.0590164164307
p1,1912,Apr,23.7197138811786
p1,1912,May,67.0298674058686
p1,1912,Jun,37.7987484357246
p1,1912,Jul,79.2912406859473
p1,1912,Aug,272.101272422352
p1,1912,Sep,444.308885741335
p1,1912,Oct,256.718633050801
p1,1912,Nov,162.038074518566
p1,1912,Dec,130.13753086198
p1,1913,Jan,48.5672206054493
p1,1913,Feb,41.1880055267028
p1,1913,Mar,45.8141157018831
p1,1913,Apr,5.47593715112334
p1,1913,May,82.0740774625867
p1,1913,Jun,101.275633279816
p1,1913,Jul,90.6928484296173
p1,1913,Aug,221.931765265685
p1,1913,Sep,319.419844493063
p1,1913,Oct,209.911242095477
p1,1913,Nov,172.420170226135
p1,1913,Dec,139.950942031561
p1,1914,Jan,52.6188826811792
p1,1914,Feb,42.2786256250301
p1,1914,Mar,57.609474000974
p1,1914,Apr,12.9098591886206
p1,1914,May,71.227620736983
p1,1914,Jun,117.327951839679
p1,1914,Jul,78.0452210913468
p1,1914,Aug,285.443744708272
p1,1914,Sep,363.806316188858
p1,1914,Oct,206.213573757143
p1,1914,Nov,157.933749308407
p1,1914,Dec,134.514401193301
p1,1915,Jan,83.7600131266141
p1,1915,Feb,41.9475748457477
p1,1915,Mar,68.8304697451324
p1,1915,Apr,5.42539872950822
p1,1915,May,84.2694671395052
p1,1915,Jun,144.041575621678
p1,1915,Jul,69.3670615133473
p1,1915,Aug,316.859242456013
p1,1915,Sep,432.129407844597
p1,1915,Oct,204.349206433085
p1,1915,Nov,192.930343508177
p1,1915,Dec,137.36004803881
p1,1916,Jan,92.2532693984323
p1,1916,Feb,64.6072836808141
p1,1916,Mar,60.1947897381787
p1,1916,Apr,35.2756347909619
p1,1916,May,138.576311331526
p1,1916,Jun,187.62054719787
p1,1916,Jul,229.814631388606
p1,1916,Aug,445.943901346106
p1,1916,Sep,511.758959738538
p1,1916,Oct,378.758035144652
p1,1916,Nov,218.006168849646
p1,1916,Dec,159.672154728296
p1,1917,Jan,116.753488094934
p1,1917,Feb,65.3807186100995
p1,1917,Mar,66.8841464165914
p1,1917,Apr,37.121833673273
p1,1917,May,92.6964692080307
p1,1917,Jun,130.184477933932
p1,1917,Jul,268.299017630909
p1,1917,Aug,435.0709645088
p1,1917,Sep,566.858435007222
p1,1917,Oct,433.475754690803
p1,1917,Nov,214.167793674998
p1,1917,Dec,138.828324202238
p1,1918,Jan,83.5488481040254
p1,1918,Feb,64.7759889924094
p1,1918,Mar,62.7441762578557
p1,1918,Apr,49.9659374074836
p1,1918,May,76.1381432911042
p1,1918,Jun,92.5322532125866
p1,1918,Jul,128.867930864826
p1,1918,Aug,253.031302325642
p1,1918,Sep,414.954557502046
p1,1918,Oct,386.877336029998
p1,1918,Nov,161.102241348855
p1,1918,Dec,112.779974988762
p1,1919,Jan,56.896099113385
p1,1919,Feb,64.9410212962893
p1,1919,Mar,54.5175918496636
p1,1919,Apr,19.642621007659
p1,1919,May,84.0257949197635
p1,1919,Jun,56.1523848203838
p1,1919,Jul,115.742256383989
p1,1919,Aug,191.844942598079
p1,1919,Sep,426.351983723045
p1,1919,Oct,194.24599597994
p1,1919,Nov,123.507201396154
p1,1919,Dec,102.185649582051
p1,1920,Jan,52.9972320877196
p1,1920,Feb,42.8467690520768
p1,1920,Mar,25.8573753663521
p1,1920,Apr,21.3076384731417
p1,1920,May,87.9790319378241
p1,1920,Jun,157.101337925574
p1,1920,Jul,61.7710650362613
p1,1920,Aug,234.010225658317
p1,1920,Sep,397.759556774726
p1,1920,Oct,172.415295508866
p1,1920,Nov,160.746218347673
p1,1920,Dec,111.031059184853
p1,1921,Jan,73.4135773056841
p1,1921,Feb,60.1228250749208
p1,1921,Mar,54.8552025307848
p1,1921,Apr,48.2683838059594
p1,1921,May,115.893934402217
p1,1921,Jun,127.16570404451
p1,1921,Jul,162.33209965776
p1,1921,Aug,340.010633498691
p1,1921,Sep,436.392874507493
p1,1921,Oct,292.309294018039
p1,1921,Nov,193.159787119404
p1,1921,Dec,141.61279983111
p1,1922,Jan,101.648079743353
p1,1922,Feb,57.3186927643204
p1,1922,Mar,50.9707607886281
p1,1922,Apr,26.8089761994894
p1,1922,May,91.5433267758811
p1,1922,Jun,89.8704233567962
p1,1922,Jul,113.477409867828
p1,1922,Aug,282.720681750641
p1,1922,Sep,252.303391592703
p1,1922,Oct,301.619596522154
p1,1922,Nov,210.529850551175
p1,1922,Dec,113.784177738647
p1,1923,Jan,70.9160939499136
p1,1923,Feb,53.1281134267349
p1,1923,Mar,52.216203511577
p1,1923,Apr,51.5128934880787
p1,1923,May,77.6233471897094
p1,1923,Jun,108.255365386534
p1,1923,Jul,55.8696926327735
p1,1923,Aug,260.003686602709
p1,1923,Sep,385.231771118491
p1,1923,Oct,248.916148002361
p1,1923,Nov,159.072272160219
p1,1923,Dec,101.395552132983
p1,1924,Jan,71.1595789382249
p1,1924,Feb,31.6753311117353
p1,1924,Mar,27.3662309515807
p1,1924,Apr,40.0818534038054
p1,1924,May,45.4147269329512
p1,1924,Jun,94.5084707986402
p1,1924,Jul,128.943079735277
p1,1924,Aug,281.437096989278
p1,1924,Sep,473.540969074524
p1,1924,Oct,230.163418332467
p1,1924,Nov,135.69677906208
p1,1924,Dec,107.016766548104
p1,1925,Jan,58.1011654878328
p1,1925,Feb,53.3817309774813
p1,1925,Mar,40.390404811477
p1,1925,Apr,44.8365528043106
p1,1925,May,74.1396806445412
p1,1925,Jun,118.900339122702
p1,1925,Jul,155.941667910607
p1,1925,Aug,212.356887451597
p1,1925,Sep,373.079739238824
p1,1925,Oct,238.612284326225
p1,1925,Nov,111.024519295061
p1,1925,Dec,101.386417109357
p1,1926,Jan,70.1285445361669
p1,1926,Feb,43.2081667334157
p1,1926,Mar,49.2691127275583
p1,1926,Apr,20.0688047183157
p1,1926,May,62.9054358777338
p1,1926,Jun,96.5483592214457
p1,1926,Jul,106.200780808754
p1,1926,Aug,335.347485879413
p1,1926,Sep,434.824270572088
p1,1926,Oct,240.34634110137
p1,1926,Nov,172.086755833214
p1,1926,Dec,113.607068279062
p1,1927,Jan,80.3230749934597
p1,1927,Feb,47.9939567792966
p1,1927,Mar,42.8361000896834
p1,1927,Apr,45.6703834238863
p1,1927,May,137.819635544707
p1,1927,Jun,185.263481364132
p1,1927,Jul,193.057064208924
p1,1927,Aug,307.077914157472
p1,1927,Sep,402.886678108243
p1,1927,Oct,346.333670732282
p1,1927,Nov,189.765058109848
p1,1927,Dec,118.649164162117
p1,1928,Jan,69.7529596861451
p1,1928,Feb,49.1626216181861
p1,1928,Mar,48.1439978739737
p1,1928,Apr,48.4296304564384
p1,1928,May,83.3787420361693
p1,1928,Jun,94.8720303840519
p1,1928,Jul,205.626257779221
p1,1928,Aug,321.150914158172
p1,1928,Sep,425.004206344593
p1,1928,Oct,236.30444956231
p1,1928,Nov,142.905116374046
p1,1928,Dec,109.26246979916
p1,1929,Jan,64.8215037450758
p1,1929,Feb,37.716215526736
p1,1929,Mar,11.0493287075275
p1,1929,Apr,48.8119366792436
p1,1929,May,69.4927108706072
p1,1929,Jun,121.775419662325
p1,1929,Jul,200.610721272079
p1,1929,Aug,359.327431126858
p1,1929,Sep,477.029393103175
p1,1929,Oct,270.37812734127
p1,1929,Nov,139.825621230037
p1,1929,Dec,110.092964518945
p1,1930,Jan,49.5181456441172
p1,1930,Feb,42.2804301399406
p1,1930,Mar,23.6751477685068
p1,1930,Apr,34.0147993468206
p1,1930,May,59.1956146900531
p1,1930,Jun,97.2965376003752
p1,1930,Jul,165.677791804216
p1,1930,Aug,301.839114279826
p1,1930,Sep,445.131300887348
p1,1930,Oct,255.962758882691
p1,1930,Nov,152.601315453613
p1,1930,Dec,103.402943414694
p1,1931,Jan,44.2044966722285
p1,1931,Feb,29.9660914813018
p1,1931,Mar,31.849562030062
p1,1931,Apr,9.45176704054191
p1,1931,May,37.8120365759072
p1,1931,Jun,109.969528946848
p1,1931,Jul,96.0150640743593
p1,1931,Aug,269.2683253185
p1,1931,Sep,290.500893265301
p1,1931,Oct,210.533445238419
p1,1931,Nov,104.566970543776
p1,1931,Dec,101.284970147607
p1,1932,Jan,46.1754428453456
p1,1932,Feb,42.9446377178291
p1,1932,Mar,26.6271705250096
p1,1932,Apr,31.6849827005372
p1,1932,May,69.2583559888084
p1,1932,Jun,143.205683303014
p1,1932,Jul,192.425545348448
p1,1932,Aug,348.026285879213
p1,1932,Sep,340.979159622041
p1,1932,Oct,321.389559864374
p1,1932,Nov,182.595876617578
p1,1932,Dec,119.559622226335
p1,1933,Jan,60.2830922681345
p1,1933,Feb,38.6499051664751
p1,1933,Mar,30.5763673119443
p1,1933,Apr,30.2357998125888
p1,1933,May,89.6904770712877
p1,1933,Jun,147.701038859767
p1,1933,Jul,261.282359512124
p1,1933,Aug,448.65899494674
p1,1933,Sep,501.865621270743
p1,1933,Oct,331.786849372922
p1,1933,Nov,161.239252976903
p1,1933,Dec,132.14789030921
p1,1934,Jan,74.9776211392132
p1,1934,Feb,62.474664593221
p1,1934,Mar,12.9535701973816
p1,1934,Apr,43.0392311214718
p1,1934,May,73.8915566603334
p1,1934,Jun,137.589100578707
p1,1934,Jul,258.988237670063
p1,1934,Aug,431.939716421096
p1,1934,Sep,491.176514821301
p1,1934,Oct,399.215653745329
p1,1934,Nov,202.721448790955
p1,1934,Dec,136.908257587012
p1,1935,Jan,76.5439686134572
p1,1935,Feb,43.3354681608635
p1,1935,Mar,33.6732120261693
p1,1935,Apr,35.8198224116969
p1,1935,May,56.7527968064515
p1,1935,Jun,102.633153424883
p1,1935,Jul,228.037745577341
p1,1935,Aug,360.19497768316
p1,1935,Sep,476.176290354743
p1,1935,Oct,354.104345908341
p1,1935,Nov,214.171253965923
p1,1935,Dec,116.985521705216
p1,1936,Jan,62.718619917326
p1,1936,Feb,51.8068165007203
p1,1936,Mar,53.8777963794391
p1,1936,Apr,45.4301233411108
p1,1936,May,75.046571474316
p1,1936,Jun,85.816562321017
p1,1936,Jul,143.667438470645
p1,1936,Aug,68.4429135231902
p1,1936,Sep,266.446904731307
p1,1936,Oct,247.965371090742
p1,1936,Nov,117.086532782856
p1,1936,Dec,103.625927761305
p1,1937,Jan,55.4694945023508
p1,1937,Feb,61.7518048610982
p1,1937,Mar,50.9376343149929
p1,1937,Apr,38.7405014291123
p1,1937,May,76.2212691549996
p1,1937,Jun,88.6940711163845
p1,1937,Jul,195.211354954865
p1,1937,Aug,243.022345091632
p1,1937,Sep,432.792572775914
p1,1937,Oct,233.292697304266
p1,1937,Nov,135.483401051495
p1,1937,Dec,151.522123560566
p1,1938,Jan,95.6447703226822
p1,1938,Feb,76.8931609617979
p1,1938,Mar,50.6877019598058
p1,1938,Apr,53.0779286225401
p1,1938,May,153.773509684118
p1,1938,Jun,228.262602358028
p1,1938,Jul,307.066476027222
p1,1938,Aug,468.951592823047
p1,1938,Sep,569.683441893778
p1,1938,Oct,392.519503999828
p1,1938,Nov,220.087470168798
p1,1938,Dec,185.799080719801
p1,1939,Jan,129.161703356103
p1,1939,Feb,75.6298862540116
p1,1939,Mar,55.226354667311
p1,1939,Apr,57.2799943947744
p1,1939,May,96.8091923250915
p1,1939,Jun,122.330056345107
p1,1939,Jul,219.190086392823
p1,1939,Aug,334.074440675332
p1,1939,Sep,526.7906143513
p1,1939,Oct,349.852993985298
p1,1939,Nov,228.129042430893
p1,1939,Dec,187.43439728363
p1,1940,Jan,123.784128743142
p1,1940,Feb,82.8606623774174
p1,1940,Mar,60.9888435255914
p1,1940,Apr,46.6235996858941
p1,1940,May,55.9515052221106
p1,1940,Jun,91.8288508276774
p1,1940,Jul,131.689630258495
p1,1940,Aug,323.746961630162
p1,1940,Sep,503.498964246073
p1,1940,Oct,312.389065466142
p1,1940,Nov,137.34552790849
p1,1940,Dec,131.158708077608
p1,1941,Jan,75.6001709744762
p1,1941,Feb,51.0470102500177
p1,1941,Mar,61.5455103572458
p1,1941,Apr,27.7624442843084
p1,1941,May,54.5860626291637
p1,1941,Jun,119.791452566815
p1,1941,Jul,61.2636436274502
p1,1941,Aug,333.472161901499
p1,1941,Sep,440.574513067852
p1,1941,Oct,250.835331970079
p1,1941,Nov,150.268294494926
p1,1941,Dec,111.958728445717
p1,1942,Jan,88.7545494572701
p1,1942,Feb,56.9360885877146
p1,1942,Mar,61.7891784081332
p1,1942,Apr,39.0304441652466
p1,1942,May,87.8651168239336
p1,1942,Jun,211.088553523841
p1,1942,Jul,184.096979267223
p1,1942,Aug,422.934949777448
p1,1942,Sep,565.641419596977
p1,1942,Oct,292.011607081062
p1,1942,Nov,207.243345187514
p1,1942,Dec,124.379368807966
p1,1943,Jan,89.3892961176649
p1,1943,Feb,61.6683461453557
p1,1943,Mar,85.3986878439205
p1,1943,Apr,61.0133570554255
p1,1943,May,76.1340522621039
p1,1943,Jun,128.702253404379
p1,1943,Jul,132.93656153139
p1,1943,Aug,304.093992068978
p1,1943,Sep,413.490858210694
p1,1943,Oct,307.693920841365
p1,1943,Nov,219.833262686207
p1,1943,Dec,140.969640749366
p1,1944,Jan,126.303770370486
p1,1944,Feb,79.0441659496809
p1,1944,Mar,77.6053453260235
p1,1944,Apr,56.4086682577311
p1,1944,May,67.4653768993021
p1,1944,Jun,129.600643922136
p1,1944,Jul,213.228340817283
p1,1944,Aug,316.53046399492
p1,1944,Sep,500.239272475032
p1,1944,Oct,318.291424503711
p1,1944,Nov,220.778578946017
p1,1944,Dec,134.96608581027
p1,1945,Jan,104.894496192501
p1,1945,Feb,76.3581172835405
p1,1945,Mar,78.4489792462469
p1,1945,Apr,75.7097866005421
p1,1945,May,109.724159425461
p1,1945,Jun,148.667974789391
p1,1945,Jul,170.806652694796
p1,1945,Aug,218.261715862303
p1,1945,Sep,459.75672398187
p1,1945,Oct,346.883105500039
p1,1945,Nov,145.170241914698
p1,1945,Dec,127.681008999451
p1,1946,Jan,86.3778736642804
p1,1946,Feb,72.5990745180648
p1,1946,Mar,76.8605326577297
p1,1946,Apr,57.6763297342217
p1,1946,May,45.8471923893882
p1,1946,Jun,69.8135498546128
p1,1946,Jul,145.305815257635
p1,1946,Aug,234.191196188739
p1,1946,Sep,412.169123467817
p1,1946,Oct,280.243133438492
p1,1946,Nov,156.954204952647
p1,1946,Dec,135.201088081961
p1,1947,Jan,109.925907880977
p1,1947,Feb,67.4967638183369
p1,1947,Mar,63.0694801661522
p1,1947,Apr,52.701253477008
p1,1947,May,116.092710409157
p1,1947,Jun,160.291111314126
p1,1947,Jul,217.723996810749
p1,1947,Aug,388.236321281463
p1,1947,Sep,585.400236175137
p1,1947,Oct,298.940442475897
p1,1947,Nov,196.967387740241
p1,1947,Dec,138.094395404222
p1,1948,Jan,78.0318199984111
p1,1948,Feb,65.9969421912754
p1,1948,Mar,51.7166246705243
p1,1948,Apr,55.0121978125572
p1,1948,May,92.6202381262909
p1,1948,Jun,107.739916974914
p1,1948,Jul,145.175663436789
p1,1948,Aug,271.164825137152
p1,1948,Sep,332.227517190814
p1,1948,Oct,350.072241747112
p1,1948,Nov,205.24280342689
p1,1948,Dec,140.186372518848
p1,1949,Jan,69.6024395312046
p1,1949,Feb,52.3994665691416
p1,1949,Mar,76.5222755437408
p1,1949,Apr,40.2095385386897
p1,1949,May,57.0929100588943
p1,1949,Jun,121.518556139335
p1,1949,Jul,140.726712073183
p1,1949,Aug,421.43261234272
p1,1949,Sep,499.364912543515
p1,1949,Oct,322.51724806527
p1,1949,Nov,197.380604603014
p1,1949,Dec,175.404857504586
p1,1950,Jan,113.343239614753
p1,1950,Feb,68.3048467311914
p1,1950,Mar,65.1785434839078
p1,1950,Apr,36.7111010667077
p1,1950,May,86.9633743217931
p1,1950,Jun,143.419101034887
p1,1950,Jul,234.161528835066
p1,1950,Aug,428.861096367084
p1,1950,Sep,487.102930114653
p1,1950,Oct,430.375987787563
p1,1950,Nov,222.909544497126
p1,1950,Dec,172.585376214357
p1,1951,Jan,102.559000499788
p1,1951,Feb,77.3667814305924
p1,1951,Mar,77.6285799504978
p1,1951,Apr,39.6745932780893
p1,1951,May,87.5636751619327
p1,1951,Jun,138.180841820646
p1,1951,Jul,180.021931546851
p1,1951,Aug,415.998491890798
p1,1951,Sep,618.506842492338
p1,1951,Oct,417.782348155684
p1,1951,Nov,209.869993904689
p1,1951,Dec,141.260060778666
p1,1952,Jan,91.8146571993712
p1,1952,Feb,75.4808980665677
p1,1952,Mar,77.9916918847064
p1,1952,Apr,46.0031339557727
p1,1952,May,68.1501849562826
p1,1952,Jun,120.051970859809
p1,1952,Jul,144.800364417034
p1,1952,Aug,371.793044841505
p1,1952,Sep,504.770766337255
p1,1952,Oct,351.056041890612
p1,1952,Nov,187.628122698519
p1,1952,Dec,133.025417163842
p1,1953,Jan,88.8488486689637
p1,1953,Feb,78.3111970238748
p1,1953,Mar,65.2628400120009
p1,1953,Apr,43.5046726966815
p1,1953,May,87.5020004544072
p1,1953,Jun,136.798284016528
p1,1953,Jul,139.489193278698
p1,1953,Aug,261.858090905076
p1,1953,Sep,491.359323329627
p1,1953,Oct,264.462622405357
p1,1953,Nov,231.406410399633
p1,1953,Dec,140.959254159952
p1,1954,Jan,99.4761807379487
p1,1954,Feb,69.1432537866203
p1,1954,Mar,83.0968638631059
p1,1954,Apr,59.3363478992066
p1,1954,May,110.62303587097
p1,1954,Jun,159.727540916313
p1,1954,Jul,169.845216603186
p1,1954,Aug,308.934444306693
p1,1954,Sep,482.865034619868
p1,1954,Oct,356.339791747872
p1,1954,Nov,187.244271246846
p1,1954,Dec,131.102067357566
p1,1955,Jan,99.8923042620121
p1,1955,Feb,61.2376982051472
p1,1955,Mar,73.8184000738133
p1,1955,Apr,50.3416021068916
p1,1955,May,94.4066169564361
p1,1955,Jun,98.5065218424551
p1,1955,Jul,152.620996633559
p1,1955,Aug,271.762406758706
p1,1955,Sep,509.796660789467
p1,1955,Oct,339.949503387366
p1,1955,Nov,190.937070498596
p1,1955,Dec,157.596946123395
p1,1956,Jan,90.5299597646261
p1,1956,Feb,70.2522175836491
p1,1956,Mar,38.4087394618853
p1,1956,Apr,45.1788309727639
p1,1956,May,91.3411213966302
p1,1956,Jun,112.461498847988
p1,1956,Jul,245.431335939608
p1,1956,Aug,375.854591235137
p1,1956,Sep,520.623483510654
p1,1956,Oct,378.340242788653
p1,1956,Nov,161.74248967903
p1,1956,Dec,144.999873781815
p1,1957,Jan,66.295935688269
p1,1957,Feb,42.3018342555409
p1,1957,Mar,25.3682334827782
p1,1957,Apr,26.1258733368807
p1,1957,May,37.8773775506701
p1,1957,Jun,61.6309160041844
p1,1957,Jul,81.5613224653912
p1,1957,Aug,289.982128577462
p1,1957,Sep,507.93828976239
p1,1957,Oct,277.32240666787
p1,1957,Nov,138.424871041568
p1,1957,Dec,117.074985490797
p1,1958,Jan,41.8753135226492
p1,1958,Feb,33.2213350345947
p1,1958,Mar,24.6501948601798
p1,1958,Apr,23.7279685793311
p1,1958,May,49.4959985688227
p1,1958,Jun,72.4612232100328
p1,1958,Jul,131.254418915605
p1,1958,Aug,227.894075115407
p1,1958,Sep,495.290546679134
p1,1958,Oct,223.194058017041
p1,1958,Nov,124.150862609026
p1,1958,Dec,108.958948980296
p1,1959,Jan,54.4376363332666
p1,1959,Feb,34.4486861581318
p1,1959,Mar,30.9237503925129
p1,1959,Apr,26.6305387705351
p1,1959,May,68.4534581602807
p1,1959,Jun,114.136253794531
p1,1959,Jul,196.056671752624
p1,1959,Aug,337.221229353847
p1,1959,Sep,504.418153761165
p1,1959,Oct,286.059319374342
p1,1959,Nov,118.703422583612
p1,1959,Dec,128.14115260642
p1,1960,Jan,74.0217752202555
p1,1960,Feb,32.7522091046213
p1,1960,Mar,25.0791474360057
p1,1960,Apr,23.6495133653025
p1,1960,May,46.5584561082423
p1,1960,Jun,116.193013288583
p1,1960,Jul,164.275550344054
p1,1960,Aug,350.599017874259
p1,1960,Sep,354.183806892536
p1,1960,Oct,304.711065993311
p1,1960,Nov,154.358346827433
p1,1960,Dec,126.783150216479
p1,1961,Jan,82.3057431570113
p1,1961,Feb,31.5837984704317
p1,1961,Mar,15.7760324932637
p1,1961,Apr,27.4660575985229
p1,1961,May,61.3041461922196
p1,1961,Jun,135.546888423784
p1,1961,Jul,161.765406186998
p1,1961,Aug,450.410207688869
p1,1961,Sep,499.201012259421
p1,1961,Oct,314.412528862083
p1,1961,Nov,245.397193669174
p1,1961,Dec,164.23041219275
p1,1962,Jan,99.9850683301655
p1,1962,Feb,39.219230637272
p1,1962,Mar,7.16598489642225
p1,1962,Apr,28.5550217509861
p1,1962,May,63.7591586328106
p1,1962,Jun,126.787986709503
p1,1962,Jul,185.73734643681
p1,1962,Aug,469.400322099782
p1,1962,Sep,331.216544659598
p1,1962,Oct,370.341000077328
p1,1962,Nov,212.40717910395
p1,1962,Dec,163.719829933909
p1,1963,Jan,87.8075755666946
p1,1963,Feb,52.6454985285385
p1,1963,Mar,31.3932573788432
p1,1963,Apr,20.6589025386746
p1,1963,May,40.0075279232786
p1,1963,Jun,31.6300568913405
p1,1963,Jul,94.6182233251001
p1,1963,Aug,266.262005453854
p1,1963,Sep,323.374737098837
p1,1963,Oct,320.451466045892
p1,1963,Nov,244.686631346994
p1,1963,Dec,147.990214611053
p1,1964,Jan,83.5787131571783
p1,1964,Feb,50.8643146946803
p1,1964,Mar,29.3328492359477
p1,1964,Apr,24.3684932823049
p1,1964,May,115.874258302634
p1,1964,Jun,140.812375057006
p1,1964,Jul,199.372595984948
p1,1964,Aug,486.030891005754
p1,1964,Sep,602.57140485018
p1,1964,Oct,418.471336230385
p1,1964,Nov,241.941020569039
p1,1964,Dec,161.757666323284
p1,1965,Jan,80.5028276338973
p1,1965,Feb,63.5719450837897
p1,1965,Mar,44.8641676870247
p1,1965,Apr,25.6224637328703
p1,1965,May,68.2809342368442
p1,1965,Jun,72.1106067486531
p1,1965,Jul,96.875079508772
p1,1965,Aug,259.28284603392
p1,1965,Sep,486.682888485495
p1,1965,Oct,274.553245062543
p1,1965,Nov,223.763129039915
p1,1965,Dec,142.242330461277
p1,1966,Jan,81.5983203838005
p1,1966,Feb,61.5576909571413
p1,1966,Mar,50.6309964395528
p1,1966,Apr,35.5584149586481
p1,1966,May,48.364458735764
p1,1966,Jun,85.9316213854502
p1,1966,Jul,65.5514562824718
p1,1966,Aug,332.600500754065
p1,1966,Sep,445.022411069679
p1,1966,Oct,249.455902933754
p1,1966,Nov,142.034898709104
p1,1966,Dec,110.036295270622
p1,1967,Jan,76.8446984589252
p1,1967,Feb,32.3128603800559
p1,1967,Mar,22.7138151939126
p1,1967,Apr,37.3574603186329
p1,1967,May,64.6759167614003
p1,1967,Jun,106.411742723682
p1,1967,Jul,103.815448377463
p1,1967,Aug,299.493243203235
p1,1967,Sep,451.442433923789
p1,1967,Oct,289.784640858036
p1,1967,Nov,186.071072925158
p1,1967,Dec,116.425781412939
p1,1968,Jan,54.8628426893921
p1,1968,Feb,14.3789884375277
p1,1968,Mar,29.9152160918358
p1,1968,Apr,35.2783102615867
p1,1968,May,60.4279581799056
p1,1968,Jun,63.161053241612
p1,1968,Jul,78.0482106575933
p1,1968,Aug,265.122731214479
p1,1968,Sep,339.684858737794
p1,1968,Oct,221.722612372751
p1,1968,Nov,132.617953214751
p1,1968,Dec,111.637871136666
p1,1969,Jan,49.7975343537854
p1,1969,Feb,18.6755928159887
p1,1969,Mar,8.03807656692788
p1,1969,Apr,0.01
p1,1969,May,56.7167303811164
p1,1969,Jun,50.2211900263058
p1,1969,Jul,89.4238234503096
p1,1969,Aug,250.946690770998
p1,1969,Sep,341.942666353555
p1,1969,Oct,190.531941538073
p1,1969,Nov,161.834350358621
p1,1969,Dec,116.792539696615
p1,1970,Jan,43.6058252176357
p1,1970,Feb,26.8608708762015
p1,1970,Mar,35.8751365838949
p1,1970,Apr,17.6474603127265
p1,1970,May,131.715785117778
p1,1970,Jun,186.284531400589
p1,1970,Jul,212.882389108535
p1,1970,Aug,570.152638703598
p1,1970,Sep,519.176862596355
p1,1970,Oct,370.226999784576
p1,1970,Nov,236.824010366837
p1,1970,Dec,161.725604418616
p1,1971,Jan,92.3201729958696
p1,1971,Feb,32.9832104101433
p1,1971,Mar,12.0995087452908
p1,1971,Apr,19.811937990138
p1,1971,May,104.628893864937
p1,1971,Jun,109.247595777188
p1,1971,Jul,228.925194969549
p1,1971,Aug,415.591664890595
p1,1971,Sep,418.421767928984
p1,1971,Oct,346.981357150615
p1,1971,Nov,255.238649179862
p1,1971,Dec,186.831548166565
p1,1972,Jan,105.459882840945
p1,1972,Feb,38.4783740113313
p1,1972,Mar,22.7948565630038
p1,1972,Apr,24.9828114342147
p1,1972,May,45.0251304972183
p1,1972,Jun,51.3050127454129
p1,1972,Jul,110.824831484001
p1,1972,Aug,282.549015028837
p1,1972,Sep,464.178352892257
p1,1972,Oct,275.71214666867
p1,1972,Nov,243.581981188468
p1,1972,Dec,165.537105259153
p1,1973,Jan,101.515381881327
p1,1973,Feb,38.4888209355093
p1,1973,Mar,42.4043220723428
p1,1973,Apr,14.8254555061201
p1,1973,May,120.005174732581
p1,1973,Jun,159.268578488899
p1,1973,Jul,255.949222272091
p1,1973,Aug,600.921595668455
p1,1973,Sep,688.570274911757
p1,1973,Oct,465.007329207232
p1,1973,Nov,215.956378723125
p1,1973,Dec,166.797594551604
p1,1974,Jan,98.2929394922614
p1,1974,Feb,52.8566001791689
p1,1974,Mar,42.3392968774798
p1,1974,Apr,17.3637777442118
p1,1974,May,113.755206142635
p1,1974,Jun,137.611287317598
p1,1974,Jul,151.554033327871
p1,1974,Aug,352.312799393721
p1,1974,Sep,437.747687474169
p1,1974,Oct,364.051763204109
p1,1974,Nov,281.16527042009
p1,1974,Dec,151.799147177608
p1,1975,Jan,101.157357305828
p1,1975,Feb,41.0913440896383
p1,1975,Mar,15.5381084573645
p1,1975,Apr,30.1420249117759
